"feature","group","is_numeric","missing_share","unique_values","standard_deviation","keep_technical","remove_reason","priority_score"
"S1_m04_ASC_VV_minus_VH","S1_monthly",TRUE,0,309,2.21893975532402,TRUE,"behalten",-1
"S1_m04_DESC_VH","S1_monthly",TRUE,0,309,4.54944384443336,TRUE,"behalten",-1
"S1_m04_DESC_VV","S1_monthly",TRUE,0,309,4.10799246259093,TRUE,"behalten",-1
"S1_m04_DESC_VV_minus_VH","S1_monthly",TRUE,0,309,2.11202636040793,TRUE,"behalten",-1
"S1_m05_ASC_VH","S1_monthly",TRUE,0,309,4.19844456297741,TRUE,"behalten",-1
"S1_m05_ASC_VV","S1_monthly",TRUE,0,309,3.97393642205703,TRUE,"behalten",-1
"S1_m05_ASC_VV_minus_VH","S1_monthly",TRUE,0,309,2.13031895320932,TRUE,"behalten",-1
"S1_m05_DESC_VH","S1_monthly",TRUE,0,309,4.34241043301023,TRUE,"behalten",-1
"S1_m05_DESC_VV","S1_monthly",TRUE,0,309,4.24701975973201,TRUE,"behalten",-1
"S1_m05_DESC_VV_minus_VH","S1_monthly",TRUE,0,309,1.85905307130221,TRUE,"behalten",-1
"S1_m06_ASC_VH","S1_monthly",TRUE,0,309,3.9551617210091,TRUE,"behalten",-1
"S1_m06_ASC_VV","S1_monthly",TRUE,0,309,3.80580045117131,TRUE,"behalten",-1
"S1_m06_ASC_VV_minus_VH","S1_monthly",TRUE,0,309,1.93474223664844,TRUE,"behalten",-1
"S1_m06_DESC_VH","S1_monthly",TRUE,0,309,3.95421355183291,TRUE,"behalten",-1
"S1_m06_DESC_VV","S1_monthly",TRUE,0,309,3.85588985582149,TRUE,"behalten",-1
