"feature","group","is_numeric","missing_share","unique_values","standard_deviation","keep_technical","remove_reason","priority_score"
"S2_NDRE_annual_amplitude","S2_temporal",TRUE,0,309,0.174931036286485,TRUE,"behalten",5
"S2_NDRE_annual_max","S2_temporal",TRUE,0,309,0.201867213885438,TRUE,"behalten",5
"S2_NDRE_annual_min","S2_temporal",TRUE,0,307,0.203844472638704,TRUE,"behalten",5
"S2_NDWI_annual_amplitude","S2_temporal",TRUE,0,309,0.194027967277186,TRUE,"behalten",5
"S2_NDWI_annual_min","S2_temporal",TRUE,0,307,0.224908605584444,TRUE,"behalten",5
"S2_blue_annual_amplitude","S2_temporal",TRUE,0,292,0.0796236694673146,TRUE,"behalten",3
"S2_blue_annual_mean","S2_temporal",TRUE,0,307,0.0400899334556694,TRUE,"behalten",3
"S2_blue_annual_min","S2_temporal",TRUE,0,251,0.0268334283791269,TRUE,"behalten",3
"S2_green_annual_max","S2_temporal",TRUE,0,295,0.0856804543007355,TRUE,"behalten",3
"S2_green_annual_min","S2_temporal",TRUE,0,268,0.0292920235900291,TRUE,"behalten",3
"S2_nir_annual_amplitude","S2_temporal",TRUE,0,302,0.0988703278991125,TRUE,"behalten",3
"S2_nir_annual_mean","S2_temporal",TRUE,0,309,0.0938656597690679,TRUE,"behalten",3
"S2_nir_annual_min","S2_temporal",TRUE,0,290,0.0782462547825001,TRUE,"behalten",3
"S2_re1_annual_amplitude","S2_temporal",TRUE,0,298,0.0766829906017596,TRUE,"behalten",3
"S2_re1_annual_mean","S2_temporal",TRUE,0,308,0.0532080994933405,TRUE,"behalten",3
"S2_re1_annual_min","S2_temporal",TRUE,0,275,0.0393870470306523,TRUE,"behalten",3
"S2_re2_annual_max","S2_temporal",TRUE,0,302,0.100198087954314,TRUE,"behalten",3
"S2_red_annual_min","S2_temporal",TRUE,0,247,0.0319629172698073,TRUE,"behalten",3
"S2_red_annual_sd","S2_temporal",TRUE,0,309,0.0232418527662063,TRUE,"behalten",3
"S2_swir1_annual_amplitude","S2_temporal",TRUE,0,306,0.0753169112599387,TRUE,"behalten",3
"S2_swir1_annual_max","S2_temporal",TRUE,0,298,0.0939624027468684,TRUE,"behalten",3
"S2_swir1_annual_mean","S2_temporal",TRUE,0,308,0.0684932498557178,TRUE,"behalten",3
"S2_swir1_annual_min","S2_temporal",TRUE,0,289,0.0497490055318916,TRUE,"behalten",3
"S2_swir2_annual_amplitude","S2_temporal",TRUE,0,297,0.0801791571072445,TRUE,"behalten",3
"S2_swir2_annual_min","S2_temporal",TRUE,0,276,0.0332526778841119,TRUE,"behalten",3
"Soil_pH_0_30cm","Soil",TRUE,0.307443365695793,179,0.690309218428965,TRUE,"behalten",0.692556634304207
"Soil_pH_30_100cm","Soil",TRUE,0.307443365695793,183,0.675285174512749,TRUE,"behalten",0.692556634304207
"DGM200_elevation_m","Terrain",TRUE,0,309,151.141570389817,TRUE,"behalten",1
"DGM200_slope_deg","Terrain",TRUE,0,309,1.30240380627486,TRUE,"behalten",1
"DGM200_TPI_1km_m","Terrain",TRUE,0,309,3.67489271169148,TRUE,"behalten",1
"DGM200_TPI_3km_m","Terrain",TRUE,0,309,13.11157439302,TRUE,"behalten",1
