system:index,LST_growing_amplitude_C,LST_growing_max_C,LST_growing_mean_C,LST_growing_min_C,LST_spring_amplitude_C,LST_spring_max_C,LST_spring_mean_C,LST_spring_min_C,LST_summer_amplitude_C,LST_summer_max_C,LST_summer_mean_C,LST_summer_min_C,area_m2,cls_bin,cls_det,is_moor,poly_id,.geo
000000000000000000d3,24.610543375645175,40.48519967000003,27.95440278458336,15.874656294354851,24.597643106612917,40.48519967000003,28.058745441884433,15.887556563387113,11.221286154193535,35.63180881685485,29.027209724089882,24.41052266266131,2499.3,Kein_Niedermoor,Agriculture,0,P0212,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,21.577851594624267,31.579426723063605,20.579862973583833,10.001575128439336,17.008561453526003,27.010136581965337,17.93396776438152,10.001575128439336,16.337162550953757,31.579426723063605,24.983285297312154,15.24226417210985,2502.7,Kein_Niedermoor,Agriculture,0,P0223,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,24.660661407079676,35.09453849318587,23.54101461491342,10.433877086106198,24.048366983628327,34.48224406973453,21.118457237057942,10.433877086106198,16.605850252035406,35.09453849318587,29.15906547178099,18.488688241150466,2531.4,Kein_Niedermoor,Agriculture,0,P0224,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,31.214085486783297,42.07983634172276,29.65210745407001,10.865750854939462,31.214085486783297,42.07983634172276,29.658661495919265,10.865750854939462,16.746968514428,40.60660991787351,31.429280271352653,23.859641403445515,2502.7,Kein_Niedermoor,Agriculture,0,P0246,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,19.8786940938261,31.204378758956555,24.218483575383424,11.32568466513046,19.866077141739137,31.1917618068696,22.335579848939158,11.32568466513046,7.230444832434771,31.13550813278263,27.144011746452197,23.90506330034786,2512.6,Kein_Niedermoor,Agriculture,0,P0247,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,,,,,,,,,,,,,2505.3,Kein_Niedermoor,Barren,0,P0130,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,33.86318888540613,43.27283468135822,27.710914052692857,9.409645795952091,22.88832717906791,32.29797297502,22.39213341923774,9.409645795952091,24.732037205592555,43.27283468135822,36.4780559909065,18.54079747576566,2528.7,Kein_Niedermoor,Barren,0,P0159,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,29.818306998567337,39.167975723696294,24.96856204296694,9.349668725128964,23.880599045845273,33.23026777097424,20.19521880003584,9.349668725128964,14.772413111776515,39.167975723696294,33.62442495176871,24.395562611919782,2493.5,Kein_Niedermoor,Barren,0,P0164,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,23.737931254732263,39.1010211100145,28.08897560314763,15.363089855282235,22.824864838263384,38.18795469354562,26.178097453243513,15.363089855282235,12.670273672098396,39.1010211100145,33.35822977808974,26.4307474379161,2525.8,Kein_Niedermoor,Barren,0,P0200,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,25.13801848977182,38.12806961140943,25.028428363914454,12.990051121637608,23.46656541825502,36.45661653989263,23.162490639216124,12.990051121637608,12.216879777744976,38.12806961140943,30.465060853428213,25.911189833664455,2512.6,Kein_Niedermoor,Barren,0,P0209,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,27.508949540263163,40.67778310973688,27.30838880362071,13.168833569473719,24.120097643684193,37.28893121315791,23.89981363124563,13.168833569473719,14.337239684473685,40.67778310973688,32.90374564214915,26.340543425263196,2538.9,Kein_Niedermoor,Barren,0,P0216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,27.14561310451518,36.654544852735164,22.216826771016763,9.508931748219979,18.093964064978287,27.60289581319827,18.19742967565006,9.508931748219979,12.836925642894352,36.654544852735164,29.449689488809714,23.817619209840814,2502.7,Kein_Niedermoor,Barren,0,P0249,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,20.732705183878434,29.02213587163533,18.90980898127131,8.2894306877569,10.636037337829224,18.92546802558612,15.013959286867912,8.2894306877569,12.186458134905928,29.02213587163533,23.980290250830702,16.83567773672941,2493.6,Kein_Niedermoor,Forest,0,P0137,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,30.140559718179194,30.369269826994245,15.366955865344957,0.22871010881506376,18.347210217051998,18.575920325867063,11.779742613666931,0.22871010881506376,10.469400199335263,30.369269826994245,24.956588190231237,19.899869627658987,2505.3,Kein_Niedermoor,Forest,0,P0139,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,20.303270607207455,29.43142450034577,19.61845358304728,9.128153893138316,11.06580338808511,20.193957281223422,15.853094607420234,9.128153893138316,12.38429096736704,29.43142450034577,24.063091530332468,17.047133532978734,2552.3,Kein_Niedermoor,Forest,0,P0146,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,18.783931050967738,28.70192487258066,20.096103765750232,9.917993821612926,12.064691777419332,21.98268559903226,16.649811010604857,9.917993821612926,8.26420268999999,28.70192487258066,25.6673786760844,20.437722182580675,2505.3,Kein_Niedermoor,Forest,0,P0149,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,23.342049991078554,30.752709344607194,19.006934881083215,7.410659353528635,12.450294869560617,19.860954223089248,14.982599794737293,7.410659353528635,16.06245931581889,30.752709344607194,24.64973588942745,14.690250028788302,2505.0,Kein_Niedermoor,Forest,0,P0154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,27.336057660260476,35.80691051811868,21.748576594869707,8.470852857858201,17.457267566657034,25.92812042451523,18.687140026995678,8.470852857858201,12.125448209175115,35.80691051811868,28.857421073629805,23.681462308943566,2517.0,Kein_Niedermoor,Forest,0,P0157,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,23.171839294421986,29.65212774057807,18.640706245158984,6.480288446156091,15.880649428872836,22.360937875028924,15.041331308109026,6.480288446156091,12.944412190144527,29.65212774057807,24.455081143470462,16.707715550433544,2517.0,Kein_Niedermoor,Forest,0,P0167,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,30.515155794845647,37.00855106877855,22.086547161684585,6.493395273932903,18.45300450636242,24.94639978029532,18.28087011666714,6.493395273932903,14.484733753771824,37.00855106877855,28.899310470973173,22.523817315006724,2493.6,Kein_Niedermoor,Forest,0,P0171,"{""type"":""MultiPoint"",""coordinates"":[]}"
